t_x,t_y,t_z,success
0.4999999620619211,-0.4999999084093726,-0.8694215123852094,False
-0.2500000212083826,-0.8000000473975528,-0.8694215123852094,False
0.4999999620619211,-0.4999999084093726,-0.8694215123852094,False
-0.49999988624460073,-0.6499999242861977,-0.8694215123852094,False
0.4999999620619211,-0.4999999084093726,-0.8694215123852094,False
1.1102230246251563e-16,-0.8000000039736429,-0.8694215123852094,False
-0.4999999568178931,-0.7999999651033192,-0.8694215123852094,False
-0.25000002293595536,-0.6500000373457062,-0.8694215123852094,False
