t_x,t_y,t_z,success
0.6499999242861976,-0.4999998862446006,-0.8694215123852094,False
0.8000000473975525,-0.25000002120838266,-0.8694215123852094,False
0.8000000039736426,1.3050553769071307e-17,-0.8694215123852094,False
0.7999999651033188,-0.49999995681789305,-0.8694215123852094,False
0.7999999651033188,-0.49999995681789305,-0.8694215123852094,False
0.8000000473975525,-0.25000002120838266,-0.8694215123852094,False
0.4999999084093725,0.49999996206192054,-0.8694215123852094,False
0.8000000039736426,1.3050553769071307e-17,-0.8694215123852094,False
0.6499999242861976,-0.4999998862446006,-0.8694215123852094,False
0.7999999651033188,-0.49999995681789305,-0.8694215123852094,False
0.8000000473975525,-0.25000002120838266,-0.8694215123852094,False
0.6500000373457063,-0.2500000229359556,-0.8694215123852094,False
0.6500000373457063,-0.2500000229359556,-0.8694215123852094,False
0.8000000039736426,1.3050553769071307e-17,-0.8694215123852094,False
0.6500000373457063,-0.2500000229359556,-0.8694215123852094,False
0.6499999242861976,-0.4999998862446006,-0.8694215123852094,False
